City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Constitucion,CL,2021-03-26 03:45:47,-35.3333,-72.4167,284.38,83,0,3.9
295,Mollendo,PE,2021-03-26 03:45:48,-17.0231,-72.0147,294.01,85,70,3.28
296,Letterkenny,IE,2021-03-26 03:45:48,54.95,-7.7333,277.3,97,100,5.42
297,Levokumskoye,RU,2021-03-26 03:45:48,44.8219,44.6606,276.94,72,76,7.16
298,Nyagan,RU,2021-03-26 03:45:50,62.1406,65.3936,273.7,88,13,4.79
299,Jalu,LY,2021-03-26 03:45:50,29.0331,21.5482,282.46,65,5,3.6
300,Cervo,ES,2021-03-26 03:45:51,43.6702,-7.4101,280.98,82,18,3.89
301,Kabinda,CD,2021-03-26 03:45:51,-6.1333,24.4833,291.31,97,100,0.37
302,Mnogovershinnyy,RU,2021-03-26 03:45:06,53.9353,139.9242,267.88,58,23,1.8
303,Atar,MR,2021-03-26 03:45:52,20.5169,-13.0499,296.6,10,0,1.22
304,San Quintin,MX,2021-03-26 03:45:52,30.4833,-115.95,286.23,76,6,3.44
305,Caravelas,BR,2021-03-26 03:45:53,-17.7125,-39.2481,296.75,84,0,1.63
306,Bartlesville,US,2021-03-26 03:45:53,36.7473,-95.9808,280.37,93,1,1.58
307,Onega,RU,2021-03-26 03:45:54,63.9061,38.1404,269.04,98,55,2.41
308,Zhangye,CN,2021-03-26 03:45:54,38.9342,100.4517,285.84,21,17,1.38
309,Manzanillo,CU,2021-03-26 03:45:55,20.3433,-77.1167,298.1,70,32,3.88
310,Arlit,NE,2021-03-26 03:45:55,18.7369,7.3853,292.24,16,1,4.73
311,Placido De Castro,BR,2021-03-26 03:45:56,-10.3353,-67.1856,295.93,92,95,0.8
312,Imbituba,BR,2021-03-26 03:45:56,-28.24,-48.6703,298.15,83,75,2.06
313,Mayya,RU,2021-03-26 03:45:57,61.7333,130.2811,260.15,47,0,3.0
314,Cidreira,BR,2021-03-26 03:45:57,-30.1811,-50.2056,296.21,89,11,7.02
315,Inuvik,CA,2021-03-26 03:43:28,68.3499,-133.7218,267.15,49,73,1.03
316,Ostrovnoy,RU,2021-03-26 03:45:59,68.0531,39.5131,271.75,87,100,4.05
317,Ahipara,NZ,2021-03-26 03:45:59,-35.1667,173.1667,294.4,58,95,5.04
318,Durban,ZA,2021-03-26 03:45:59,-29.8579,31.0292,292.15,94,75,1.54
319,Paignton,GB,2021-03-26 03:46:00,50.4357,-3.5679,283.71,95,90,5.81
320,Karlstad,SE,2021-03-26 03:46:00,59.3793,13.5036,275.15,100,90,2.06
321,Kyren,RU,2021-03-26 03:46:02,51.6828,102.1408,274.65,60,70,0.62
322,Porto Novo,BJ,2021-03-26 03:46:02,6.4965,2.6036,299.15,94,20,1.03
323,Tatarskaya Pishlya,RU,2021-03-26 03:46:02,54.0608,44.8998,273.22,95,100,1.54
324,Kampot,KH,2021-03-26 03:46:03,10.6167,104.1833,303.15,70,40,5.66
325,Klaksvik,FO,2021-03-26 03:46:03,62.2266,-6.589,276.15,87,75,4.63
326,Saint-Pierre,RE,2021-03-26 03:46:04,-21.3393,55.4781,299.15,73,0,2.06
327,Tabas,IR,2021-03-26 03:46:04,33.5959,56.9244,298.8,20,2,2.99
328,Svetlaya,RU,2021-03-26 03:46:04,46.5389,138.3297,276.26,58,44,1.94
329,Ribeira Grande,PT,2021-03-26 03:46:05,38.5167,-28.7,287.12,63,75,5.62
330,Lompoc,US,2021-03-26 03:46:06,34.6391,-120.4579,284.15,66,90,5.66
331,Pandan,PH,2021-03-26 03:46:06,14.0453,124.1694,301.63,75,74,5.99
332,Trairi,BR,2021-03-26 03:42:15,-3.2778,-39.2689,296.71,90,87,1.45
333,San Pedro,PH,2021-03-26 03:46:08,14.35,121.0167,305.37,58,40,2.57
334,Pangai,TO,2021-03-26 03:46:08,-19.8,-174.35,302.15,84,40,4.12
335,Saint-Augustin,CA,2021-03-26 03:46:08,51.226,-58.6502,274.54,99,100,7.35
336,Broome,US,2021-03-26 03:46:09,42.2506,-75.833,289.26,77,90,5.14
337,Mishan,CN,2021-03-26 03:43:13,45.55,131.8833,280.26,45,34,1.06
338,Zhigansk,RU,2021-03-26 03:46:10,66.7697,123.3711,259.59,91,100,10.49
339,Guasdualito,VE,2021-03-26 03:46:11,7.2424,-70.7324,295.4,92,38,1.96
340,Sao Jose Do Calcado,BR,2021-03-26 03:46:11,-21.0253,-41.6544,293.37,95,51,0.97
341,Gigmoto,PH,2021-03-26 03:45:25,13.7796,124.39,301.37,76,72,5.36
342,Gambela,ET,2021-03-26 03:46:13,8.25,34.5833,299.43,52,65,1.82
343,Pervomayskiy,RU,2021-03-26 03:46:14,53.2485,40.2871,272.59,50,100,2.47
344,Garowe,SO,2021-03-26 03:46:14,8.4054,48.4845,292.95,78,95,5.97
345,Sabha,LY,2021-03-26 03:46:14,27.0377,14.4283,282.82,49,0,3.86
346,Russell,US,2021-03-26 03:46:15,32.3502,-85.1999,297.15,78,75,4.63
347,Papara,BR,2021-03-26 03:46:16,-3.9839,-38.7273,297.59,100,90,4.12
348,Port Hawkesbury,CA,2021-03-26 03:46:16,45.6169,-61.3485,280.37,100,90,3.09
349,Merrill,US,2021-03-26 03:46:17,45.1805,-89.6835,273.71,80,90,3.6
350,Montespertoli,IT,2021-03-26 03:46:18,43.6442,11.0737,281.48,93,0,0.51
351,Jurado,CO,2021-03-26 03:46:18,7.1053,-77.7641,298.0,87,52,0.93
352,Qasigiannguit,GL,2021-03-26 03:46:18,68.8193,-51.1922,251.15,71,90,3.6
353,Katherine,AU,2021-03-26 03:46:19,-14.4667,132.2667,306.15,55,40,5.66
354,Viedma,AR,2021-03-26 03:46:20,-40.8135,-62.9967,284.74,68,93,2.33
355,Namatanai,PG,2021-03-26 03:45:15,-3.6667,152.4333,302.33,70,77,4.17
356,Gualdo Tadino,IT,2021-03-26 03:46:21,43.2317,12.781,277.04,84,0,1.53
357,Boca Do Acre,BR,2021-03-26 03:46:21,-8.7522,-67.3978,295.48,96,7,0.9
358,Manta,EC,2021-03-26 03:46:21,-0.95,-80.7333,297.15,83,90,3.09
359,Sungaipenuh,ID,2021-03-26 03:46:22,-2.0833,101.3833,296.2,76,91,0.47
360,Birao,CF,2021-03-26 03:46:22,10.2849,22.7882,297.96,58,55,1.2
361,Nalut,LY,2021-03-26 03:46:23,30.3333,10.85,280.97,58,0,4.12
362,Tiarei,PF,2021-03-26 03:46:23,-17.5333,-149.3333,302.15,65,75,3.09
363,Bon Air,US,2021-03-26 03:45:46,37.5249,-77.5578,293.15,94,1,2.57
364,Te Anau,NZ,2021-03-26 03:46:24,-45.4167,167.7167,291.16,61,99,3.75
365,Puerto Baquerizo Moreno,EC,2021-03-26 03:42:34,-0.9,-89.6,299.1,74,31,3.46
366,Mount Isa,AU,2021-03-26 03:46:26,-20.7333,139.5,306.15,22,0,3.6
367,Oktyabrskiy,RU,2021-03-26 03:46:27,54.4815,53.471,268.55,98,98,1.0
368,Lebanon,US,2021-03-26 03:44:22,36.2081,-86.2911,292.15,88,90,4.63
369,Sao Filipe,CV,2021-03-26 03:46:27,14.8961,-24.4956,294.19,79,15,4.97
370,Gat,IL,2021-03-26 03:46:28,31.61,34.7642,284.82,82,77,2.87
371,Luderitz,NA,2021-03-26 03:46:28,-26.6481,15.1594,288.93,96,33,2.8
372,Dargaville,NZ,2021-03-26 03:46:29,-35.9333,173.8833,293.76,67,100,4.96
373,Akureyri,IS,2021-03-26 03:46:29,65.6835,-18.0878,271.15,80,90,6.69
374,Goroka,PG,2021-03-26 03:46:30,-6.0834,145.3873,293.69,88,100,1.61
375,Mao,ES,2021-03-26 03:46:30,39.8885,4.2658,285.15,94,20,2.57
376,Kabelvag,NO,2021-03-26 03:46:31,68.2114,14.4817,273.71,80,100,0.45
377,Presidente Epitacio,BR,2021-03-26 03:46:32,-21.7633,-52.1156,297.68,64,1,2.8
378,Koungou,YT,2021-03-26 03:46:32,-12.7336,45.2042,298.15,94,0,2.57
379,Upington,ZA,2021-03-26 03:46:32,-28.4478,21.2561,289.15,72,0,1.54
380,Russko-Vysotskoye,RU,2021-03-26 03:46:33,59.6996,29.944,273.15,100,75,1.0
381,Aneho,TG,2021-03-26 03:46:34,6.2333,1.6,298.15,94,20,1.03
382,Yantal,RU,2021-03-26 03:46:34,56.8471,105.2542,271.91,79,97,2.09
383,Necochea,AR,2021-03-26 03:46:35,-38.5473,-58.7368,289.82,98,97,3.58
384,Poum,NC,2021-03-26 03:46:35,-20.2333,164.0167,300.09,71,8,8.32
385,Henties Bay,NA,2021-03-26 03:46:36,-22.116,14.2845,290.37,94,78,1.34
386,Baruun-Urt,MN,2021-03-26 03:46:36,46.6806,113.2792,280.58,33,0,8.34
387,Sesheke,ZM,2021-03-26 03:46:36,-17.4759,24.2968,291.13,93,43,1.46
388,Husavik,IS,2021-03-26 03:46:37,66.0449,-17.3389,271.15,80,90,6.69
389,Newport,GB,2021-03-26 03:41:55,51.5877,-2.9984,283.15,85,93,0.45
390,Mpika,ZM,2021-03-26 03:46:37,-11.8343,31.4529,290.04,98,99,1.74
391,Roebourne,AU,2021-03-26 03:46:38,-20.7833,117.1333,305.38,44,3,4.44
392,Tobane,BW,2021-03-26 03:46:38,-21.95,27.9,291.15,100,90,2.06
393,Kavieng,PG,2021-03-26 03:46:39,-2.5744,150.7967,302.18,75,99,6.36
394,Egvekinot,RU,2021-03-26 03:46:40,66.3167,-179.1667,253.79,86,68,2.92
395,Tongliao,CN,2021-03-26 03:46:41,43.6125,122.2653,289.11,29,100,7.61
396,Waipawa,NZ,2021-03-26 03:46:41,-41.4122,175.5153,294.15,64,0,9.26
397,Chitipa,MW,2021-03-26 03:46:42,-9.7024,33.2697,290.1,98,99,0.96
398,Bilyayivka,UA,2021-03-26 03:46:42,46.4832,30.2168,275.15,93,75,3.0
399,Marsh Harbour,BS,2021-03-26 03:46:43,26.5412,-77.0636,297.38,81,58,6.28
400,Hobyo,SO,2021-03-26 03:46:43,5.3505,48.5268,299.84,57,96,7.54
401,Lorengau,PG,2021-03-26 03:46:43,-2.0226,147.2712,303.02,68,99,4.03
402,Pimenta Bueno,BR,2021-03-26 03:46:44,-11.6725,-61.1936,294.49,98,94,1.17
403,Cartagena,CO,2021-03-26 03:46:45,10.3997,-75.5144,300.15,78,40,4.12
404,Bundaberg,AU,2021-03-26 03:46:45,-24.85,152.35,303.71,45,0,4.12
405,Tadine,NC,2021-03-26 03:46:45,-21.55,167.8833,300.09,63,26,4.57
406,Hami,CN,2021-03-26 03:46:46,42.8,93.45,288.8,22,0,1.98
407,Vila Do Maio,CV,2021-03-26 03:46:46,15.1333,-23.2167,293.15,77,20,7.72
408,Dalkola,IN,2021-03-26 03:46:47,25.85,87.85,305.35,10,0,5.12
409,Elk City,US,2021-03-26 03:46:47,35.412,-99.4043,283.15,62,1,4.12
410,Sobolevo,RU,2021-03-26 03:46:48,54.4299,31.8996,273.77,96,100,1.95
411,Kropotkin,RU,2021-03-26 03:44:39,45.4375,40.5756,275.94,93,100,5.7
412,Padang,ID,2021-03-26 03:46:49,-0.9492,100.3543,303.15,74,20,2.06
413,Dabola,GN,2021-03-26 03:46:49,10.75,-11.1167,296.07,67,1,1.57
414,Santa Maria,BR,2021-03-26 03:44:48,-29.6842,-53.8069,297.15,100,0,1.03
415,Lagos,NG,2021-03-26 03:46:49,6.5833,3.75,297.57,89,80,0.25
416,Barra Patuca,HN,2021-03-26 03:46:50,15.8,-84.2833,298.84,78,8,6.05
417,Grootfontein,NA,2021-03-26 03:43:06,-19.5667,18.1167,290.15,94,40,1.03
418,Carson City,US,2021-03-26 03:45:51,39.1638,-119.7674,278.15,36,75,5.66
419,Murgab,TM,2021-03-26 03:46:51,37.4966,61.9714,289.15,77,90,4.12
420,Joao Pinheiro,BR,2021-03-26 03:43:10,-17.7425,-46.1725,292.7,55,46,1.43
421,Nizhniy Kuranakh,RU,2021-03-26 03:46:52,58.8353,125.4869,272.71,74,97,3.56
422,San Policarpo,PH,2021-03-26 03:46:52,12.1791,125.5072,301.89,70,99,5.54
423,Alta Floresta,BR,2021-03-26 03:46:53,-9.8756,-56.0861,294.4,97,100,1.01
424,Pamanukan,ID,2021-03-26 03:46:53,-6.2842,107.8106,304.11,62,100,0.77
425,Arica,CL,2021-03-26 03:46:54,-18.475,-70.3042,292.15,68,0,2.06
426,Boa Vista,BR,2021-03-26 03:46:54,2.8197,-60.6733,300.15,74,40,3.09
427,Kainan,JP,2021-03-26 03:46:55,34.15,135.2,293.15,63,20,2.57
428,Sinnamary,GF,2021-03-26 03:46:55,5.3833,-52.95,297.66,87,47,4.63
429,Melbu,NO,2021-03-26 03:46:56,68.5044,14.8297,274.26,84,100,2.24
430,Catabola,AO,2021-03-26 03:46:56,-12.15,17.2833,287.84,96,99,1.62
431,Gallup,US,2021-03-26 03:44:58,35.5281,-108.7426,274.15,80,90,4.63
432,Gomel,BY,2021-03-26 03:46:57,52.4345,30.9754,274.82,86,0,3.0
433,Taksimo,RU,2021-03-26 03:46:57,56.3444,114.8794,270.66,89,100,0.86
434,Kanigiri,IN,2021-03-26 03:46:58,15.4,79.5167,303.52,42,62,2.04
435,Cabo Rojo,PR,2021-03-26 03:46:58,18.0866,-67.1457,297.04,96,3,0.45
436,Monrovia,LR,2021-03-26 03:46:59,6.3005,-10.7969,298.24,88,9,1.26
437,Shitanjing,CN,2021-03-26 03:46:59,39.2342,106.3439,284.36,14,86,8.69
438,Qujing,CN,2021-03-26 03:47:00,25.4833,103.7833,298.71,30,12,1.34
439,Hajnowka,PL,2021-03-26 03:47:00,52.7433,23.5812,277.63,74,100,1.93
440,Keansburg,US,2021-03-26 03:47:01,40.4418,-74.1299,287.59,97,100,3.76
441,Coahuayana,MX,2021-03-26 03:47:01,18.7333,-103.6833,292.19,72,47,1.53
442,Bronnoysund,NO,2021-03-26 03:47:01,65.4625,12.1997,277.15,81,20,4.12
443,Half Moon Bay,US,2021-03-26 03:47:02,37.4636,-122.4286,284.26,81,1,5.14
444,Avera,US,2021-03-26 03:47:03,33.194,-82.5271,297.59,78,1,6.17
445,Tessalit,ML,2021-03-26 03:47:04,20.1986,1.0114,291.42,9,0,4.75
446,Nishihara,JP,2021-03-26 03:47:05,26.1842,127.7558,298.15,64,40,8.23
447,Havre-Saint-Pierre,CA,2021-03-26 03:47:05,50.2334,-63.5986,276.15,100,90,3.6
448,Tocopilla,CL,2021-03-26 03:47:05,-22.092,-70.1979,293.66,78,21,3.5
449,Xicotencatl,MX,2021-03-26 03:47:07,23.0167,-98.8833,295.93,47,42,1.34
450,Brae,GB,2021-03-26 03:47:07,60.3964,-1.353,280.15,93,75,8.75
451,Tha Chang,TH,2021-03-26 03:47:08,9.2642,99.1922,307.59,62,20,2.57
452,Balatonboglar,HU,2021-03-26 03:47:08,46.7752,17.6441,278.15,93,17,1.45
453,Eldorado,BR,2021-03-26 03:47:09,-23.7869,-54.2836,296.49,79,48,2.2
454,Ulaangom,MN,2021-03-26 03:47:09,49.9811,92.0667,270.05,86,85,2.91
455,Hofn,IS,2021-03-26 03:47:10,64.2539,-15.2082,271.93,93,100,7.03
456,Coos Bay,US,2021-03-26 03:46:42,43.3665,-124.2179,281.15,76,75,6.17
457,Zima,RU,2021-03-26 03:47:10,53.9202,102.0442,272.21,87,100,5.52
458,Omsukchan,RU,2021-03-26 03:47:10,62.5333,155.8,253.88,77,61,1.58
459,Roma,US,2021-03-26 03:47:11,43.2128,-75.4557,290.15,55,1,2.06
460,Naze,JP,2021-03-26 03:47:12,28.3667,129.4833,297.15,53,20,5.14
461,Marovoay,MG,2021-03-26 03:47:12,-16.1,46.6333,297.15,100,20,1.54
462,Muncar,ID,2021-03-26 03:47:13,-8.4333,114.3333,302.07,75,100,1.96
463,Kudahuvadhoo,MV,2021-03-26 03:47:13,2.6708,72.8944,301.36,69,36,2.52
464,Ust-Nera,RU,2021-03-26 03:47:14,64.5667,143.2,255.09,89,94,2.71
465,Beloha,MG,2021-03-26 03:47:14,-25.1667,45.05,295.03,82,1,3.29
466,Wembley,AU,2021-03-26 03:45:54,-31.9333,115.8,299.26,41,0,3.6
467,Okhotsk,RU,2021-03-26 03:47:14,59.3833,143.3,263.33,70,45,2.92
468,Olinda,BR,2021-03-26 03:47:15,-8.0089,-34.8553,299.15,73,75,4.63
469,Marsabit,KE,2021-03-26 03:47:16,2.3284,37.9899,291.29,54,20,4.73
470,Flinders,AU,2021-03-26 03:47:17,-34.5833,150.8552,294.26,91,51,1.34
471,Yumen,CN,2021-03-26 03:47:17,40.2833,97.2,288.01,16,22,8.77
472,Harper,LR,2021-03-26 03:47:17,4.375,-7.7169,297.91,87,98,0.36
473,Neuquen,AR,2021-03-26 03:47:03,-38.9516,-68.0591,286.15,76,0,1.03
474,Aksu,CN,2021-03-26 03:47:18,41.1231,80.2644,288.11,24,85,2.16
475,Fort Thomas,US,2021-03-26 03:47:19,39.0751,-84.4472,291.15,82,75,6.17
476,Danielskuil,ZA,2021-03-26 03:47:19,-28.1887,23.5395,286.72,52,0,2.83
477,Pihani,IN,2021-03-26 03:47:20,27.6333,80.2,302.11,16,0,6.51
478,Ponta Delgada,PT,2021-03-26 03:44:02,37.7333,-25.6667,286.15,71,20,3.6
479,Ormara,PK,2021-03-26 03:47:21,25.2088,64.6357,299.56,47,0,3.79
480,Zyryanka,RU,2021-03-26 03:47:22,65.75,150.85,256.6,78,100,4.31
481,Seoul,KR,2021-03-26 03:42:34,37.5683,126.9778,290.15,44,100,1.03
482,Bilibino,RU,2021-03-26 03:47:22,68.0546,166.4372,254.2,82,45,0.53
483,Mirabad,AF,2021-03-26 03:47:22,30.4362,61.8383,302.52,15,3,2.53
484,Katangli,RU,2021-03-26 03:47:24,51.7102,143.2326,269.85,86,92,3.1
485,Waitati,NZ,2021-03-26 03:47:25,-45.75,170.5667,290.93,74,51,4.47
486,Arys,KZ,2021-03-26 03:47:25,42.4252,68.795,290.15,67,75,7.0
487,Tarauaca,BR,2021-03-26 03:47:25,-8.1614,-70.7656,295.28,99,55,1.07
488,Tulum,MX,2021-03-26 03:47:26,20.2167,-87.4667,298.39,82,0,4.42
489,Biloxi,US,2021-03-26 03:44:23,30.396,-88.8853,295.15,94,90,5.14
490,Tanabi,BR,2021-03-26 03:46:30,-20.6264,-49.6492,300.15,54,0,1.03
491,Kingston,JM,2021-03-26 03:47:13,17.997,-76.7936,300.15,69,20,6.17
492,Vardo,NO,2021-03-26 03:47:28,70.3705,31.1107,269.15,74,75,4.63
493,Rorvik,NO,2021-03-26 03:47:28,64.8621,11.2373,276.68,86,57,6.59
494,Cockburn Town,TC,2021-03-26 03:47:28,21.4612,-71.1419,298.3,75,3,9.61
495,Bambanglipuro,ID,2021-03-26 03:45:13,-7.95,110.2833,303.03,65,93,3.29
496,Vikhorevka,RU,2021-03-26 03:47:29,56.1201,101.1636,272.15,51,100,3.0
497,Grants Pass,US,2021-03-26 03:43:00,42.439,-123.3284,280.15,70,75,5.14
498,Pundaguitan,PH,2021-03-26 03:47:30,6.3711,126.1689,301.13,74,86,4.61
499,Panorama,GR,2021-03-26 03:47:30,40.5878,23.0315,276.48,74,6,1.72
500,Adre,TD,2021-03-26 03:47:30,13.4667,22.2,298.19,14,87,6.85
501,Ust-Tsilma,RU,2021-03-26 03:46:30,65.441,52.1498,273.74,92,100,5.0
502,Sioux Lookout,CA,2021-03-26 03:47:31,50.1001,-91.917,270.15,63,20,3.6
503,Falmouth,GB,2021-03-26 03:47:32,50.1544,-5.0711,283.15,93,75,11.83
504,Kargalinskaya,RU,2021-03-26 03:47:32,43.7417,46.4792,277.85,66,32,4.91
505,Volkhov,RU,2021-03-26 03:47:32,59.9258,32.3382,270.37,91,84,2.02
506,Ust-Maya,RU,2021-03-26 03:47:33,60.4167,134.5333,262.21,79,100,2.11
507,Nakusp,CA,2021-03-26 03:47:34,50.2499,-117.8023,277.15,81,86,1.03
508,Saint-Tite,CA,2021-03-26 03:47:34,46.7334,-72.5658,279.15,93,100,1.03
509,Borgarnes,IS,2021-03-26 03:47:35,64.5383,-21.9206,268.15,91,100,13.41
510,Xiongzhou,CN,2021-03-26 03:47:36,25.1167,114.3,301.35,41,3,2.7
511,Turbat,PK,2021-03-26 03:47:37,26.0023,63.044,300.28,17,0,0.45
512,Tautira,PF,2021-03-26 03:47:37,-17.7333,-149.15,302.15,65,75,3.09
513,Anjiang,CN,2021-03-26 03:47:38,27.3194,110.1031,291.95,84,99,0.23
514,Labuhan,ID,2021-03-26 03:47:38,-6.8844,112.2051,303.27,68,97,0.52
515,Sao Gabriel Da Cachoeira,BR,2021-03-26 03:47:39,-0.1303,-67.0892,295.96,97,100,1.93
516,Praia,CV,2021-03-26 03:47:39,14.9215,-23.5087,293.15,77,20,7.72
517,Rivera,UY,2021-03-26 03:47:39,-30.9053,-55.5508,293.61,98,100,3.15
518,Adet,ET,2021-03-26 03:47:40,11.2644,37.4888,290.06,25,42,2.18
519,Chicama,PE,2021-03-26 03:47:41,-7.8447,-79.1469,295.39,73,56,2.44
520,Lichinga,MZ,2021-03-26 03:45:40,-13.3128,35.2406,291.15,100,75,2.06
521,San Rafael,AR,2021-03-26 03:47:41,-34.6177,-68.3301,285.38,79,100,5.18
522,Kishtwar,IN,2021-03-26 03:47:41,33.3167,75.7667,287.9,36,0,0.39
523,Inta,RU,2021-03-26 03:47:42,66.0317,60.1659,273.16,98,100,6.98
524,Guanare,VE,2021-03-26 03:47:42,9.0418,-69.7421,296.36,78,92,1.31
525,Maragogi,BR,2021-03-26 03:47:14,-9.0122,-35.2225,298.26,85,41,3.18
526,Gao,ML,2021-03-26 03:47:01,16.6362,1.637,294.99,10,61,5.17
527,Haapiti,PF,2021-03-26 03:47:45,-17.5667,-149.8667,302.15,65,75,3.09
528,Kainantu,PG,2021-03-26 03:47:46,-6.2887,145.8655,294.95,76,100,2.04
529,Ucluelet,CA,2021-03-26 03:45:06,48.9329,-125.5528,280.93,82,8,1.98
530,Tura,IN,2021-03-26 03:47:46,25.5198,90.2201,305.01,10,0,3.09
531,Vryburg,ZA,2021-03-26 03:47:47,-26.9566,24.7284,286.87,61,0,1.84
532,Paita,PE,2021-03-26 03:47:47,-5.0892,-81.1144,296.17,72,15,5.4
533,Camacha,PT,2021-03-26 03:47:27,33.0833,-16.3333,290.15,82,20,8.23
534,Soyo,AO,2021-03-26 03:45:51,-6.1349,12.3689,299.37,83,95,2.84
535,Boyolangu,ID,2021-03-26 03:47:48,-8.1181,111.8935,302.07,68,100,1.73
536,Dortyol,TR,2021-03-26 03:47:48,36.8616,36.2289,281.48,77,100,2.24
537,Opunake,NZ,2021-03-26 03:47:49,-39.4556,173.8583,294.82,64,31,3.58
538,Domoni,KM,2021-03-26 03:47:50,-12.2569,44.5319,300.11,81,23,0.5
539,Taoudenni,ML,2021-03-26 03:47:50,22.6783,-3.9836,291.22,14,0,5.33
540,Dicabisagan,PH,2021-03-26 03:47:50,17.0818,122.4157,301.4,67,17,2.1
541,Vejen,DK,2021-03-26 03:47:51,55.4833,9.15,277.15,93,35,2.57
542,Shar,KZ,2021-03-26 03:47:52,49.5886,81.0453,269.5,87,100,1.75
543,Puerto Escondido,MX,2021-03-26 03:45:33,15.85,-97.0667,298.15,83,1,1.75
544,Dandong,CN,2021-03-26 03:47:38,40.1292,124.3947,285.9,47,100,4.54
545,Rio Grande City,US,2021-03-26 03:47:52,26.3798,-98.8203,294.26,54,12,0.45
